N,P,K,temperature,humidity,ph,water_oxygen,water_temp,fish_density,label
65,40,63,28.3,53.6,6.6,8.2,19.8,1.8,Tomato
82,51,99,28.6,60.4,6.4,6.0,18.5,1.7,Tomato
51,69,66,25.9,62.5,6.3,5.9,20.2,1.8,Tomato
85,47,87,22.8,66.1,6.7,6.1,26.3,1.1,Tomato
77,58,82,27.2,64.5,5.7,9.5,19.4,1.9,Tomato
60,46,64,23.8,64.7,5.6,8.3,27.2,1.2,Tomato
66,44,82,29.5,51.1,6.7,6.4,19.6,1.4,Tomato
53,54,68,29.4,52.5,5.7,9.9,27.8,1.4,Tomato
67,47,100,23.2,64.6,6.3,8.2,26.8,1.0,Tomato
50,50,76,29.4,65.5,6.0,5.7,22.4,1.7,Tomato
68,56,83,25.1,55.0,6.7,5.3,19.4,2.0,Tomato
84,79,80,26.0,65.1,5.8,6.9,21.6,1.7,Tomato
86,79,82,28.0,68.3,5.9,9.4,25.1,1.2,Tomato
90,52,79,24.3,52.0,6.1,6.1,18.3,1.5,Tomato
72,59,92,24.7,54.4,6.4,9.7,19.8,1.0,Tomato
82,53,88,25.8,50.6,6.5,8.4,22.0,1.8,Tomato
80,51,77,25.2,66.4,6.1,8.9,19.9,0.9,Tomato
60,58,75,29.8,64.2,6.4,7.0,23.4,0.6,Tomato
51,79,85,26.9,61.3,6.8,6.1,22.6,1.3,Tomato
64,67,60,24.3,56.1,6.1,7.9,18.0,0.9,Tomato
60,50,91,28.1,65.8,6.0,7.4,21.1,0.9,Tomato
55,57,73,22.4,53.4,6.4,7.4,19.4,1.6,Tomato
64,42,78,29.1,57.1,6.8,5.1,23.8,2.0,Tomato
81,50,76,28.0,69.1,6.0,7.3,22.4,0.9,Tomato
72,52,100,22.5,57.8,5.6,7.3,18.8,1.3,Tomato
88,58,66,24.9,63.3,5.8,9.4,19.7,1.7,Tomato
51,80,79,26.9,55.6,6.5,8.4,20.9,1.4,Tomato
51,43,93,29.9,68.7,5.6,9.8,27.8,0.7,Tomato
62,72,91,24.7,69.4,5.9,6.2,22.2,1.9,Tomato
78,73,87,29.4,60.1,6.7,7.8,26.8,2.0,Tomato
81,72,69,28.3,50.2,6.3,9.1,26.1,0.5,Tomato
86,52,94,24.3,66.0,6.7,6.4,18.0,1.7,Tomato
50,77,89,26.7,53.7,6.4,8.6,21.7,1.4,Tomato
64,72,91,27.5,62.9,6.3,9.6,20.3,1.3,Tomato
53,56,68,22.4,68.0,6.6,5.6,20.2,0.7,Tomato
62,77,71,29.3,50.2,6.7,7.1,25.7,1.2,Tomato
78,80,97,26.9,51.4,5.8,8.4,25.9,1.2,Tomato
79,71,95,23.5,52.3,6.8,5.6,26.8,1.0,Tomato
73,80,77,22.6,62.2,6.4,6.6,23.8,1.8,Tomato
87,49,77,27.5,69.4,6.4,9.1,22.6,1.0,Tomato
66,57,86,29.9,51.3,5.8,6.0,23.6,1.3,Tomato
78,73,68,26.7,66.5,6.4,8.1,20.5,1.6,Tomato
52,62,94,26.3,59.1,6.0,6.1,20.4,0.8,Tomato
88,60,73,25.3,64.4,5.6,6.3,26.4,1.9,Tomato
84,77,68,26.0,56.4,5.9,9.2,25.1,0.8,Tomato
76,69,89,28.0,64.9,5.5,8.1,19.5,1.7,Tomato
62,47,90,29.2,64.4,6.6,6.5,19.2,1.1,Tomato
78,53,95,22.6,61.4,5.8,8.0,22.3,1.5,Tomato
86,72,98,24.2,64.2,6.0,5.6,21.3,1.7,Tomato
70,44,62,22.7,67.1,5.5,8.1,25.3,1.4,Tomato
60,42,92,22.2,51.5,6.7,6.7,19.5,0.6,Tomato
73,57,86,25.2,62.4,6.4,7.0,19.7,1.4,Tomato
74,44,65,22.0,68.9,6.2,5.2,25.7,0.6,Tomato
71,46,97,26.5,58.6,6.5,10.0,18.8,1.4,Tomato
89,51,87,24.1,69.7,6.5,9.7,20.2,1.8,Tomato
50,77,74,29.7,52.3,5.5,6.4,22.6,1.7,Tomato
74,59,73,27.3,52.9,5.5,5.7,27.3,2.0,Tomato
73,67,99,23.3,67.7,5.5,7.8,21.1,1.3,Tomato
75,59,86,27.6,56.0,6.8,5.2,22.3,0.9,Tomato
74,55,81,25.4,58.5,5.8,5.6,23.3,1.9,Tomato
80,48,92,23.1,64.5,6.4,8.2,28.0,1.0,Tomato
68,57,87,24.0,50.4,6.8,6.4,20.7,0.8,Tomato
87,45,62,29.5,68.6,5.7,8.7,22.7,1.9,Tomato
51,71,65,28.9,58.2,5.6,7.0,26.2,1.4,Tomato
80,64,74,29.4,68.8,5.7,6.2,27.9,0.6,Tomato
51,43,65,26.6,65.3,6.4,8.7,18.6,1.7,Tomato
69,44,72,23.1,50.8,5.7,8.6,27.4,1.9,Tomato
71,47,70,26.2,55.3,5.8,5.5,23.7,1.4,Tomato
52,48,99,27.1,57.4,6.4,7.0,18.4,1.0,Tomato
74,54,98,24.5,66.0,5.9,6.4,27.3,0.5,Tomato
60,56,62,27.2,54.4,6.1,8.9,24.3,0.7,Tomato
80,44,62,28.2,52.7,5.5,8.2,20.2,0.7,Tomato
90,57,67,29.1,53.4,5.8,8.9,22.3,0.8,Tomato
58,70,73,27.5,67.6,6.6,7.6,26.5,1.6,Tomato
74,67,76,26.2,51.2,6.4,6.5,19.9,1.5,Tomato
72,80,85,24.2,69.9,6.1,7.9,23.9,1.4,Tomato
59,73,60,29.6,68.4,6.7,9.1,20.6,1.3,Tomato
54,63,82,22.5,58.7,6.1,7.6,27.1,0.7,Tomato
72,77,71,22.7,65.7,6.2,6.2,23.8,1.2,Tomato
87,63,73,28.0,51.0,6.2,5.7,25.0,1.9,Tomato
62,55,93,27.4,62.8,6.5,5.7,19.2,1.0,Tomato
51,43,94,24.8,56.7,6.1,7.7,27.4,1.3,Tomato
76,49,100,24.5,52.4,6.5,6.0,22.2,1.1,Tomato
67,64,100,22.8,54.3,5.9,6.5,21.5,1.6,Tomato
80,40,93,22.2,64.9,6.2,9.3,22.6,1.1,Tomato
70,66,72,27.6,57.8,6.0,9.4,22.6,1.1,Tomato
78,42,91,23.3,54.9,5.7,8.1,19.5,1.0,Tomato
58,49,91,23.9,65.7,6.0,5.4,21.1,0.8,Tomato
64,49,82,28.4,59.0,5.9,7.2,18.0,0.6,Tomato
71,59,69,27.9,68.5,5.5,7.4,23.6,1.3,Tomato
59,45,90,26.2,56.9,6.1,5.1,18.0,1.6,Tomato
72,78,80,24.8,53.0,6.8,7.2,21.4,0.8,Tomato
59,56,98,23.1,69.9,6.4,6.0,22.4,1.3,Tomato
59,70,70,29.2,60.9,5.8,5.3,18.9,1.4,Tomato
87,73,84,28.9,68.9,6.3,5.9,22.0,0.6,Tomato
51,44,79,24.4,55.3,6.1,8.1,18.1,1.7,Tomato
84,68,70,27.9,54.7,6.3,9.4,24.2,1.4,Tomato
51,49,94,29.8,64.3,5.7,8.1,22.9,1.7,Tomato
67,66,67,25.5,60.0,6.7,8.8,23.8,1.3,Tomato
88,74,94,25.5,58.0,5.6,8.0,18.9,1.9,Tomato
78,63,92,26.9,57.6,6.2,8.9,19.3,1.9,Tomato
50,64,87,26.4,65.5,5.9,5.8,22.4,1.4,Tomato
71,58,70,29.5,53.8,6.3,6.7,20.5,0.9,Tomato
81,46,60,22.6,53.4,6.0,5.9,24.1,0.9,Tomato
75,80,70,29.4,52.8,6.8,5.9,22.9,1.6,Tomato
75,44,91,28.1,59.4,5.8,5.9,21.0,1.2,Tomato
52,52,67,29.5,61.7,6.2,5.6,20.7,1.0,Tomato
79,64,72,24.6,61.0,6.3,5.8,23.0,1.0,Tomato
53,65,70,24.4,53.0,5.9,8.5,24.3,2.0,Tomato
89,45,91,25.5,68.6,6.0,8.9,24.7,1.8,Tomato
55,40,89,24.9,57.8,5.8,8.2,21.9,1.1,Tomato
70,59,73,29.6,67.2,6.6,7.9,22.4,1.0,Tomato
69,66,86,22.3,61.2,6.6,9.1,24.4,0.5,Tomato
52,48,89,28.7,63.9,6.5,7.4,25.7,0.6,Tomato
75,66,99,28.9,67.3,5.8,9.9,24.1,0.8,Tomato
60,66,96,27.5,61.3,5.9,5.1,20.8,1.2,Tomato
50,64,91,22.7,54.5,6.5,8.2,20.1,1.3,Tomato
86,77,68,27.3,60.6,5.9,6.3,18.7,0.7,Tomato
76,67,97,22.1,59.5,6.7,7.3,27.5,1.6,Tomato
85,60,72,26.1,59.3,6.5,6.0,21.8,0.9,Tomato
77,48,100,25.2,52.3,5.7,7.6,23.8,1.1,Tomato
57,77,60,28.9,54.7,5.9,5.9,24.5,1.2,Tomato
86,67,87,23.8,56.8,6.4,5.9,27.3,0.7,Tomato
66,76,98,26.5,55.7,6.5,9.9,18.1,1.7,Tomato
71,64,85,23.6,57.4,5.6,6.4,26.3,0.9,Tomato
78,48,70,24.6,61.8,6.1,5.8,21.7,1.0,Tomato
88,59,98,24.3,64.0,5.9,7.4,23.7,0.6,Tomato
51,70,94,23.5,62.8,5.8,7.5,19.6,1.9,Tomato
84,42,64,28.5,66.7,6.6,6.8,26.8,1.9,Tomato
50,73,98,23.1,58.3,6.4,7.2,25.7,1.6,Tomato
51,76,81,26.6,68.1,6.8,6.2,19.8,1.1,Tomato
83,56,66,28.6,53.2,6.8,8.8,23.8,1.1,Tomato
61,52,74,25.1,54.5,5.6,8.6,21.9,1.2,Tomato
58,69,90,23.4,55.5,6.0,6.6,23.6,1.0,Tomato
84,68,100,23.7,69.3,5.9,8.8,19.8,0.6,Tomato
71,68,63,28.9,63.1,6.6,5.2,24.0,0.7,Tomato
79,40,90,26.7,51.1,5.8,8.5,23.5,0.9,Tomato
88,46,87,23.8,60.4,5.6,8.8,19.2,1.4,Tomato
62,55,72,24.5,53.3,6.1,7.0,24.8,1.9,Tomato
70,56,99,25.2,62.9,6.6,6.8,20.9,0.7,Tomato
83,55,80,23.4,50.3,6.6,8.6,23.1,0.6,Tomato
63,63,67,24.6,58.1,5.6,7.8,25.8,0.7,Tomato
85,51,96,28.6,63.2,6.1,9.9,21.3,0.6,Tomato
77,40,61,28.7,68.4,6.5,8.4,18.9,1.2,Tomato
57,57,70,27.6,54.0,5.9,7.1,26.0,1.1,Tomato
52,69,97,26.7,60.9,5.6,5.0,22.3,1.3,Tomato
63,72,72,22.7,52.5,6.5,6.7,22.6,1.5,Tomato
53,73,93,22.7,69.4,6.5,6.7,18.4,1.8,Tomato
66,62,61,27.8,61.4,6.0,5.4,26.2,1.8,Tomato
89,73,86,26.8,65.4,6.4,6.6,24.8,1.8,Tomato
85,80,86,25.7,62.5,5.6,7.3,23.0,1.4,Tomato
73,50,64,26.5,58.1,6.6,9.3,22.0,0.6,Tomato
56,41,71,24.7,62.1,6.7,9.1,27.2,2.0,Tomato
90,40,99,29.4,64.6,6.7,8.3,23.8,1.1,Tomato
73,77,90,28.5,64.8,5.8,9.4,21.2,0.6,Tomato
64,59,73,23.4,66.9,5.7,9.8,18.4,0.6,Tomato
57,56,65,25.4,54.4,5.9,8.1,20.5,1.1,Tomato
67,50,87,25.8,66.6,6.8,5.4,22.1,1.9,Tomato
88,58,71,24.8,66.0,6.1,8.4,20.6,0.8,Tomato
78,75,77,22.2,68.2,6.2,6.1,23.3,1.5,Tomato
78,65,78,26.3,56.3,6.7,9.7,25.2,0.9,Tomato
83,65,72,24.5,62.3,6.6,5.0,18.5,1.4,Tomato
65,45,84,28.3,67.1,6.4,8.9,20.2,0.9,Tomato
79,75,82,22.9,59.6,6.2,8.9,19.2,1.2,Tomato
79,61,60,26.0,62.7,5.7,6.2,21.5,0.6,Tomato
80,48,94,23.1,69.2,6.3,9.9,22.1,1.3,Tomato
62,60,95,23.1,57.1,6.2,7.4,19.8,1.9,Tomato
65,53,82,22.7,67.3,6.3,7.5,26.4,1.9,Tomato
80,56,61,22.1,53.3,6.3,6.8,19.2,1.9,Tomato
51,53,91,29.0,59.9,6.3,7.9,18.8,0.9,Tomato
64,66,96,27.7,58.3,5.7,7.7,18.8,0.6,Tomato
85,56,87,29.5,60.3,6.5,8.2,24.1,0.8,Tomato
55,78,74,26.4,50.6,5.6,8.5,28.0,1.8,Tomato
50,69,91,28.1,59.6,5.6,6.6,21.6,0.5,Tomato
76,60,82,27.2,52.4,6.8,10.0,20.8,0.7,Tomato
73,76,86,29.3,61.6,6.7,8.7,20.3,1.9,Tomato
60,48,99,24.8,50.0,5.7,6.7,18.9,1.0,Tomato
62,68,91,28.9,50.0,5.8,6.4,23.6,1.6,Tomato
82,58,82,23.6,65.0,6.3,7.1,18.1,1.1,Tomato
85,60,86,22.1,56.0,6.7,5.1,19.8,1.5,Tomato
70,56,65,25.5,63.5,6.4,9.5,27.4,1.6,Tomato
66,59,89,28.8,60.0,5.8,7.1,22.4,1.8,Tomato
57,78,70,26.9,69.7,5.9,8.9,22.9,1.6,Tomato
63,72,81,24.3,60.8,6.6,8.6,18.4,1.1,Tomato
77,57,64,23.7,68.6,5.9,6.6,20.7,0.9,Tomato
73,49,66,26.3,56.3,5.7,7.0,19.2,2.0,Tomato
82,79,64,22.9,64.8,6.1,6.4,27.5,1.2,Tomato
82,65,71,27.1,53.1,5.6,6.6,22.7,1.6,Tomato
56,48,78,22.0,60.0,5.7,5.8,25.9,1.8,Tomato
70,40,82,29.6,69.4,5.7,9.6,25.2,1.8,Tomato
54,40,61,23.7,53.8,5.8,5.2,24.7,1.8,Tomato
66,78,97,25.9,62.5,6.3,6.5,27.1,1.2,Tomato
63,61,77,27.2,68.3,6.8,8.8,24.7,1.8,Tomato
55,74,70,23.3,50.4,6.5,8.0,22.2,1.6,Tomato
55,40,74,27.0,54.2,6.0,7.4,24.9,1.2,Tomato
50,68,99,23.8,57.1,5.8,6.1,27.5,1.7,Tomato
69,65,71,29.1,50.1,6.6,8.0,22.0,1.2,Tomato
70,59,63,22.2,56.3,6.3,5.1,23.2,0.8,Tomato
51,77,96,22.7,67.6,6.5,6.3,27.4,0.7,Tomato
69,71,68,29.9,54.3,6.1,9.8,27.8,0.9,Tomato
64,40,83,29.2,60.2,6.4,9.2,20.2,0.6,Tomato
59,48,89,28.8,51.7,6.7,7.9,22.9,1.8,Tomato
52,64,81,26.5,61.6,5.8,8.1,27.8,1.4,Tomato
69,75,100,28.3,69.8,6.3,5.1,25.3,1.3,Tomato
68,50,73,24.9,65.6,6.7,6.2,26.5,0.5,Tomato
72,74,94,26.1,50.6,6.6,8.3,21.1,1.8,Tomato
78,68,66,28.0,59.5,6.6,7.6,19.2,1.1,Tomato
71,60,89,26.8,52.0,6.5,8.2,21.3,1.0,Tomato
85,52,69,28.0,68.8,6.4,6.6,26.5,1.2,Tomato
85,71,96,27.5,64.2,6.2,7.7,19.2,0.9,Tomato
55,65,83,26.1,65.4,5.7,8.4,26.1,0.7,Tomato
56,56,67,25.4,52.2,6.0,7.3,18.1,0.7,Tomato
76,44,87,25.3,55.7,6.5,7.3,23.4,1.6,Tomato
88,50,88,24.4,52.9,6.7,7.7,25.1,0.9,Tomato
51,62,97,28.2,53.2,5.9,7.2,27.7,0.9,Tomato
64,76,95,27.2,52.7,5.8,6.5,18.2,1.1,Tomato
90,79,82,24.1,65.3,5.8,7.2,23.3,0.7,Tomato
79,60,84,26.9,69.8,6.5,8.2,20.4,1.3,Tomato
57,54,73,28.3,56.1,5.6,6.2,19.7,1.3,Tomato
53,53,87,22.5,50.1,5.9,9.3,19.4,1.0,Tomato
51,49,93,29.5,68.5,5.6,5.7,19.2,0.8,Tomato
59,72,74,24.8,50.8,5.7,8.5,22.9,0.8,Tomato
63,55,80,24.8,60.7,5.8,7.2,20.6,0.6,Tomato
52,66,93,24.2,59.7,6.0,7.7,21.2,1.1,Tomato
73,41,88,29.3,52.8,6.4,9.0,24.6,1.6,Tomato
63,58,100,22.7,56.7,6.6,7.5,22.4,1.8,Tomato
55,48,74,29.8,59.6,6.5,7.2,20.1,1.3,Tomato
51,63,81,27.2,58.0,6.6,9.8,22.5,0.5,Tomato
77,41,97,27.0,53.5,6.6,6.9,26.5,0.6,Tomato
70,55,72,23.8,52.8,6.6,5.0,25.5,1.3,Tomato
65,45,71,26.8,54.8,6.3,6.4,24.1,0.8,Tomato
71,77,66,29.1,60.5,5.9,5.9,21.7,0.8,Tomato
55,51,65,22.7,62.8,5.9,8.8,27.2,0.7,Tomato
80,68,95,24.5,61.7,6.7,6.4,19.5,1.8,Tomato
50,69,70,28.0,54.8,6.0,8.6,22.1,1.8,Tomato
71,59,84,22.3,59.7,6.2,9.7,26.8,1.8,Tomato
82,74,63,27.4,57.1,6.8,5.2,27.0,0.6,Tomato
70,55,85,25.2,69.5,5.7,9.2,18.8,0.6,Tomato
68,72,94,28.9,60.7,5.8,8.9,19.7,1.3,Tomato
66,41,82,29.8,56.1,5.6,6.0,27.3,1.0,Tomato
76,72,100,23.1,55.9,6.3,5.5,21.1,1.2,Tomato
57,63,74,23.4,65.7,5.7,8.2,23.9,2.0,Tomato
89,56,74,28.3,64.2,6.5,7.7,21.2,1.5,Tomato
57,43,79,29.6,65.1,5.7,6.1,24.4,0.6,Tomato
61,43,85,22.5,52.8,6.4,7.4,24.3,0.5,Tomato
55,59,95,24.3,64.5,6.0,7.3,24.8,1.9,Tomato
57,64,91,28.0,53.0,5.7,8.7,23.6,1.4,Tomato
84,73,66,25.5,56.9,6.2,8.8,21.6,0.8,Tomato
77,57,69,28.7,66.5,6.6,6.3,21.4,0.7,Tomato
67,67,68,28.7,57.2,6.2,7.5,27.9,1.6,Tomato
87,44,89,23.2,55.4,6.2,7.6,23.6,0.6,Tomato
88,53,65,29.0,60.5,6.2,9.8,21.8,0.6,Tomato
79,40,91,26.6,68.4,6.2,8.3,23.2,1.6,Tomato
57,40,82,28.6,62.8,5.9,7.2,18.8,1.5,Tomato
56,78,85,23.1,50.2,5.5,8.0,24.7,0.6,Tomato
51,71,72,24.6,57.9,6.1,9.4,21.3,0.7,Tomato
74,50,82,25.0,52.3,5.8,9.6,20.3,1.1,Tomato
72,58,64,25.8,61.6,6.8,9.8,22.0,0.8,Tomato
85,68,71,26.7,64.2,6.2,7.2,24.0,1.5,Tomato
86,42,80,26.1,54.6,6.7,8.3,20.8,0.8,Tomato
71,62,68,29.8,52.7,6.6,9.9,21.9,1.8,Tomato
63,49,74,25.6,55.6,6.8,8.2,21.0,1.6,Tomato
76,55,92,29.7,60.8,6.1,8.1,19.8,0.8,Tomato
77,64,99,25.9,67.0,5.7,5.2,23.3,1.5,Tomato
61,68,91,28.3,64.1,6.4,5.9,22.1,1.4,Tomato
62,51,71,22.6,53.6,6.0,7.0,18.9,1.8,Tomato
54,77,79,24.1,61.0,6.2,7.7,23.4,1.5,Tomato
60,73,65,22.2,53.9,6.4,9.8,27.5,1.7,Tomato
56,43,85,28.3,59.5,6.6,6.0,21.3,1.6,Tomato
60,79,84,23.1,60.8,5.6,6.5,27.9,1.1,Tomato
57,53,80,29.1,65.1,5.8,8.7,25.1,1.8,Tomato
65,44,85,26.3,52.1,6.1,5.3,19.7,0.8,Tomato
79,64,75,28.5,52.1,6.0,8.6,18.8,0.8,Tomato
88,46,82,24.3,59.4,5.9,5.5,19.0,0.9,Tomato
61,43,87,27.5,53.3,6.4,7.0,21.2,1.7,Tomato
71,43,97,27.5,61.4,6.2,9.8,20.7,1.4,Tomato
60,53,80,23.0,53.9,6.5,6.0,22.9,1.6,Tomato
80,53,94,22.5,53.8,6.5,8.7,23.2,1.7,Tomato
65,65,88,23.9,62.5,5.7,7.4,23.3,1.7,Tomato
82,45,69,22.9,57.2,6.2,5.6,24.5,1.7,Tomato
54,70,78,24.3,61.2,5.5,8.4,22.6,0.6,Tomato
84,42,89,25.7,65.2,6.5,7.5,25.5,0.8,Tomato
51,62,68,24.6,57.4,6.4,8.7,19.0,2.0,Tomato
81,62,88,28.6,55.2,6.0,6.0,26.2,0.7,Tomato
68,73,76,28.3,66.3,5.8,7.3,27.1,0.7,Tomato
50,65,90,25.9,54.3,6.4,8.6,22.9,1.0,Tomato
70,60,90,22.7,59.9,5.9,6.7,21.2,1.5,Tomato
50,46,67,27.2,59.0,6.2,6.7,24.7,0.8,Tomato
82,50,86,22.5,50.0,5.9,5.4,20.4,1.5,Tomato
67,48,93,29.4,50.5,6.4,6.4,19.9,1.5,Tomato
53,47,74,29.5,51.3,6.1,6.5,21.2,1.2,Tomato
76,51,83,24.7,63.4,6.3,7.3,23.4,0.9,Tomato
88,41,79,28.4,61.1,5.9,8.0,25.3,1.4,Tomato
68,73,94,28.7,54.8,6.1,9.4,23.4,1.9,Tomato
72,56,84,29.5,66.7,6.7,8.3,20.1,1.2,Tomato
80,72,99,25.6,50.4,6.4,6.4,19.2,1.0,Tomato
80,43,82,23.9,62.2,6.2,5.3,24.9,0.7,Tomato
79,44,73,22.1,65.9,6.8,9.6,19.6,1.1,Tomato
82,57,66,24.6,59.0,5.7,7.4,20.1,1.5,Tomato
90,76,73,29.4,62.6,6.1,9.0,25.7,1.7,Tomato
54,62,61,23.6,66.7,6.0,8.4,25.3,1.2,Tomato
50,78,77,26.8,52.0,5.8,5.0,19.3,1.6,Tomato
81,61,83,24.1,60.8,6.7,8.6,19.7,1.8,Tomato
70,46,83,26.8,54.0,6.0,5.2,25.8,1.1,Tomato
81,59,68,26.5,62.6,6.6,7.2,26.9,1.8,Tomato
72,55,88,26.5,51.2,6.6,6.9,27.8,1.8,Tomato
54,80,68,29.9,61.0,6.8,5.8,24.5,0.7,Tomato
65,58,94,28.4,54.3,6.2,8.1,18.7,1.8,Tomato
84,48,77,27.7,60.3,5.9,9.4,19.3,1.0,Tomato
81,54,100,23.4,59.9,5.7,7.7,24.6,1.0,Tomato
63,45,80,27.5,63.6,6.2,7.8,20.5,1.4,Tomato
84,67,66,27.6,50.2,6.3,8.1,19.0,1.1,Tomato
50,42,85,24.4,50.9,6.5,7.4,24.2,0.7,Tomato
88,43,74,29.7,59.8,5.6,8.2,20.5,0.6,Tomato
85,74,100,25.9,67.3,6.8,9.4,23.7,1.7,Tomato
55,80,88,24.6,60.1,5.8,9.9,25.0,0.6,Tomato
88,62,72,26.1,57.3,6.0,7.4,22.7,1.3,Tomato
80,59,73,27.0,54.4,6.0,7.3,26.1,0.8,Tomato
51,41,74,23.8,52.2,6.4,6.9,27.3,0.9,Tomato
59,73,95,25.1,59.4,6.2,9.8,20.7,2.0,Tomato
71,61,91,22.9,62.2,5.7,8.0,26.5,1.4,Tomato
53,58,98,29.2,51.4,6.6,9.3,20.3,1.6,Tomato
89,40,77,24.4,66.5,6.5,6.7,20.7,0.8,Tomato
58,42,96,26.5,51.9,6.5,5.9,26.6,0.6,Tomato
59,40,78,22.2,54.4,6.6,5.1,24.6,1.7,Tomato
51,40,79,27.6,58.0,5.9,9.3,20.5,0.6,Tomato
85,75,69,24.8,65.6,6.2,9.8,25.0,1.4,Tomato
61,42,75,28.8,56.1,6.5,8.6,22.6,1.3,Tomato
55,68,81,22.5,67.7,6.5,6.8,23.1,1.2,Tomato
75,43,96,23.7,51.1,5.7,6.1,27.7,1.9,Tomato
52,70,88,28.7,67.5,6.1,8.9,22.1,1.0,Tomato
84,71,91,24.5,65.8,6.5,5.7,19.5,1.1,Tomato
67,57,89,23.9,61.1,6.7,6.7,19.8,1.1,Tomato
75,50,60,29.0,54.0,6.0,6.6,23.3,0.9,Tomato
87,76,93,23.3,60.0,5.7,6.5,24.8,1.7,Tomato
60,44,77,22.3,68.5,5.7,7.6,19.8,1.0,Tomato
62,76,64,29.4,69.8,6.7,8.3,21.9,1.6,Tomato
82,70,73,23.1,65.5,6.8,9.8,24.1,1.9,Tomato
59,40,88,22.7,58.4,6.5,6.7,22.7,1.4,Tomato
73,47,76,23.7,51.0,5.9,9.8,18.6,1.0,Tomato
56,47,66,22.6,68.4,6.7,8.4,24.2,1.2,Tomato
62,40,76,29.6,59.2,6.0,8.2,25.5,1.5,Tomato
80,70,93,26.2,57.9,5.7,7.0,19.1,0.8,Tomato
83,55,67,24.8,56.7,6.2,9.8,26.9,1.9,Tomato
61,56,76,29.8,68.1,5.7,9.9,19.7,1.6,Tomato
84,42,74,24.8,65.8,5.6,7.0,18.0,1.7,Tomato
69,66,88,30.0,50.1,6.8,7.3,24.4,1.4,Tomato
80,65,95,23.4,54.9,6.6,8.2,22.0,1.7,Tomato
72,72,66,24.1,58.5,6.7,7.2,24.3,1.0,Tomato
59,67,74,22.7,57.5,6.4,6.0,26.4,1.8,Tomato
72,54,89,29.0,62.8,5.7,6.2,26.0,0.7,Tomato
75,76,92,22.9,61.4,5.9,9.1,22.7,0.9,Tomato
70,47,86,26.8,61.0,6.4,9.1,20.2,1.9,Tomato
68,74,75,27.3,69.3,6.8,6.9,19.4,0.8,Tomato
89,44,88,28.7,59.6,5.7,5.6,19.0,0.6,Tomato
58,58,98,27.3,64.4,6.7,6.7,19.8,0.9,Tomato
65,61,85,27.4,63.7,6.3,5.8,27.9,1.4,Tomato
80,69,72,28.6,61.0,6.3,7.6,21.5,0.8,Tomato
67,46,67,29.5,63.8,6.7,5.1,22.1,1.6,Tomato
57,56,86,29.2,64.2,6.4,7.4,26.3,1.9,Tomato
90,49,81,23.2,68.3,6.0,8.6,22.7,1.3,Tomato
72,69,82,26.7,67.4,5.6,9.6,27.3,0.8,Tomato
60,51,84,25.6,66.7,6.5,7.2,27.4,1.9,Tomato
67,79,63,27.1,66.2,5.8,9.3,21.0,1.0,Tomato
68,75,92,28.5,53.3,6.0,6.7,18.3,1.1,Tomato
86,77,94,27.8,67.2,6.1,5.5,26.5,1.9,Tomato
69,52,62,24.1,55.5,6.5,8.8,21.5,1.0,Tomato
89,74,85,26.0,51.2,6.5,6.4,19.7,1.0,Tomato
69,79,98,24.6,67.5,6.5,9.2,22.8,0.8,Tomato
81,80,82,24.7,53.6,6.3,5.4,19.3,1.7,Tomato
51,47,78,27.9,63.3,6.7,9.4,18.4,1.1,Tomato
73,45,93,24.2,70.0,5.9,5.4,27.0,1.4,Tomato
59,74,87,24.0,50.3,5.6,7.4,18.6,1.3,Tomato
86,69,72,29.4,61.4,5.6,8.2,27.1,0.8,Tomato
67,53,64,24.4,55.5,6.2,7.2,24.4,1.6,Tomato
65,42,80,28.5,68.9,5.8,8.8,25.4,1.8,Tomato
53,74,78,22.7,68.1,6.3,6.1,26.5,1.9,Tomato
58,56,92,27.1,66.9,6.1,6.1,21.4,0.8,Tomato
72,45,89,26.8,53.5,5.8,7.2,19.6,1.9,Tomato
51,57,62,26.8,59.8,5.8,5.2,26.9,1.6,Tomato
90,56,74,23.1,61.6,5.8,7.7,19.5,1.1,Tomato
62,74,66,27.2,59.0,5.7,7.7,21.1,0.9,Tomato
57,43,81,26.5,65.9,5.8,7.4,24.8,0.8,Tomato
75,65,74,26.7,63.4,6.1,7.1,20.7,1.1,Tomato
59,63,85,29.5,52.8,6.5,6.3,22.7,0.7,Tomato
64,64,100,22.2,60.5,5.6,6.9,23.8,1.8,Tomato
71,72,91,26.9,50.9,5.6,7.8,20.9,1.2,Tomato
75,64,60,24.4,50.2,5.5,5.2,23.6,1.4,Tomato
74,65,76,26.2,52.7,5.5,6.7,19.0,1.1,Tomato
79,58,69,23.1,53.3,6.2,6.1,20.7,1.4,Tomato
88,43,94,22.4,50.8,6.4,8.5,20.9,1.7,Tomato
76,68,87,27.8,56.3,5.8,7.1,18.3,1.5,Tomato
82,40,95,22.9,54.0,6.1,5.2,19.6,0.6,Tomato
85,75,88,25.3,59.3,6.1,5.6,26.6,0.7,Tomato
79,46,68,26.3,61.4,6.6,7.6,19.6,0.8,Tomato
67,76,70,24.9,59.9,6.5,8.1,21.4,1.6,Tomato
57,66,65,23.8,55.0,5.6,6.0,27.3,0.8,Tomato
73,41,99,27.1,56.4,5.6,7.0,27.1,2.0,Tomato
