N,P,K,temperature,humidity,ph,rainfall,health
106,95,115,32.9,55.6,6.1,81.9,Warning
101,112,59,31.9,34.3,9.0,273.7,Dangerous
84,68,58,22.0,44.5,5.8,239.1,Warning
16,35,107,27.0,80.8,8.6,234.4,Dangerous
90,68,37,21.8,85.6,5.0,206.0,Dangerous
124,92,205,17.6,89.7,7.7,109.4,Warning
96,127,12,28.3,90.0,6.0,275.1,Warning
140,24,74,38.3,63.5,7.5,195.0,Dangerous
33,13,86,15.2,21.4,5.6,45.8,Warning
118,140,3,22.1,61.0,6.8,210.1,Warning
62,74,22,22.8,97.1,5.5,259.1,Warning
35,13,61,17.5,30.6,8.7,153.5,Dangerous
117,38,183,21.8,79.2,7.7,217.6,Warning
15,81,198,18.6,34.1,7.1,177.2,Warning
93,72,114,18.8,83.8,5.9,29.0,Warning
87,69,201,34.2,42.8,8.7,192.4,Dangerous
133,45,56,32.0,98.1,5.2,28.3,Dangerous
69,52,205,35.7,58.6,7.7,68.4,Warning
37,55,202,42.8,87.7,6.8,200.5,Dangerous
122,125,159,25.7,33.4,6.6,166.1,Warning
48,105,43,26.5,64.9,8.8,87.6,Dangerous
92,96,138,30.5,59.1,6.1,87.5,Warning
6,124,54,34.1,78.2,5.5,36.4,Warning
89,70,181,20.2,21.5,5.1,237.4,Dangerous
109,23,13,23.5,31.5,7.4,178.7,Warning
96,90,136,23.2,58.3,8.5,68.0,Dangerous
54,93,37,22.8,93.1,4.8,193.3,Dangerous
29,111,172,22.9,80.4,8.4,54.4,Dangerous
56,67,197,35.3,28.0,5.6,179.7,Warning
62,131,107,14.1,65.6,6.4,288.8,Dangerous
83,26,5,16.7,89.2,7.7,55.6,Warning
13,103,12,26.5,49.7,6.4,179.1,Warning
32,45,60,36.6,39.7,5.4,156.7,Dangerous
28,94,144,41.9,88.4,8.9,50.2,Dangerous
37,8,195,27.0,81.4,8.1,161.8,Dangerous
43,74,151,13.5,54.4,5.8,196.4,Dangerous
137,104,26,13.8,47.7,5.3,260.2,Dangerous
78,19,99,11.2,31.9,8.2,244.5,Dangerous
76,50,111,23.6,96.8,4.1,100.2,Dangerous
79,69,32,13.2,68.0,5.0,153.2,Dangerous
114,29,23,23.5,61.4,7.9,229.4,Warning
88,66,204,39.9,25.7,4.0,149.6,Dangerous
48,127,107,38.5,37.7,4.6,295.1,Dangerous
120,19,125,19.9,58.2,7.9,140.9,Warning
66,132,129,20.7,77.0,4.7,136.4,Dangerous
31,58,108,29.9,52.4,5.7,71.5,Warning
53,76,83,15.8,32.5,4.9,205.8,Dangerous
60,68,132,34.6,27.0,6.2,166.8,Warning
16,18,61,44.7,84.7,8.5,135.3,Dangerous
106,98,131,44.6,31.3,6.2,199.6,Dangerous
118,78,54,29.6,76.5,5.3,92.8,Dangerous
101,37,44,34.6,50.4,5.5,172.6,Warning
87,35,147,42.2,70.1,5.4,68.6,Dangerous
106,67,16,36.6,84.8,8.9,132.5,Dangerous
71,30,178,42.4,27.6,7.0,142.2,Dangerous
120,93,56,16.7,51.1,5.5,47.2,Warning
113,131,42,41.8,95.2,8.5,77.1,Dangerous
33,98,39,32.0,67.8,8.1,279.5,Dangerous
129,63,26,16.4,53.9,8.8,116.8,Dangerous
28,108,18,37.3,56.2,4.9,125.1,Dangerous
74,64,37,17.4,74.3,6.3,35.7,Warning
17,32,83,41.6,49.2,8.8,214.7,Dangerous
111,143,128,31.2,88.2,7.6,237.6,Warning
63,17,37,20.7,52.2,6.1,285.4,Warning
104,74,55,39.2,33.6,6.5,232.2,Dangerous
135,78,35,13.7,32.3,6.7,272.8,Dangerous
111,15,66,28.7,28.8,5.1,282.6,Dangerous
65,42,148,10.0,55.3,7.5,73.8,Dangerous
87,121,105,34.9,45.4,6.8,244.2,Warning
95,119,139,17.9,50.3,8.2,104.9,Dangerous
106,124,117,15.8,48.1,8.2,114.0,Dangerous
43,19,69,19.0,45.4,4.5,276.3,Dangerous
76,119,168,42.0,93.9,5.4,87.7,Dangerous
63,59,8,39.9,31.4,4.3,36.2,Dangerous
45,17,93,11.6,88.5,8.0,290.4,Dangerous
16,43,40,22.5,83.9,6.4,195.0,Warning
53,46,118,10.9,70.4,5.4,160.2,Dangerous
29,96,134,17.5,53.5,5.4,191.6,Dangerous
33,77,134,39.3,59.5,7.4,143.3,Dangerous
132,99,6,18.6,74.3,6.0,75.4,Warning
129,24,32,30.1,99.1,4.9,75.8,Dangerous
110,42,30,39.4,70.8,4.1,57.0,Dangerous
0,105,17,19.1,37.9,4.8,280.0,Dangerous
8,62,111,23.8,43.2,6.3,21.3,Warning
121,2,82,19.1,84.1,5.2,191.8,Dangerous
35,34,7,44.9,21.0,4.5,259.0,Dangerous
38,100,85,31.4,50.1,7.6,246.5,Warning
37,104,41,26.1,77.8,5.9,242.8,Warning
86,77,126,35.7,44.2,8.6,114.3,Dangerous
5,4,73,26.5,27.3,6.1,276.9,Warning
48,61,88,19.1,87.3,6.2,235.3,Warning
70,116,185,27.4,78.8,8.3,294.3,Dangerous
133,17,164,35.0,44.7,5.6,248.9,Warning
102,21,85,16.4,66.7,8.9,252.1,Dangerous
49,118,173,21.4,92.3,7.7,234.7,Warning
1,107,137,43.1,47.3,5.3,56.3,Dangerous
12,27,97,25.0,27.9,5.8,27.8,Warning
9,2,77,44.9,59.5,8.3,176.1,Dangerous
8,125,185,15.4,27.6,5.4,179.9,Dangerous
32,56,93,44.1,65.6,5.5,77.2,Dangerous
35,2,101,40.3,41.0,6.0,221.5,Dangerous
104,119,166,14.2,50.4,8.7,178.3,Dangerous
118,88,74,17.7,44.2,4.6,228.9,Dangerous
95,136,194,45.0,95.8,7.0,229.3,Dangerous
133,3,53,33.3,81.0,5.0,207.4,Dangerous
69,108,156,44.8,74.8,8.1,138.8,Dangerous
23,88,42,42.4,98.5,8.9,73.2,Dangerous
46,17,157,23.6,68.1,7.1,184.6,Warning
37,79,86,16.6,27.2,8.6,263.6,Dangerous
133,3,126,30.2,83.1,8.2,99.8,Dangerous
133,130,134,40.5,62.3,5.3,260.8,Dangerous
40,127,27,37.2,49.9,7.8,155.2,Warning
89,117,100,33.5,33.3,6.5,166.5,Warning
66,45,65,38.9,96.5,7.7,130.9,Dangerous
45,135,167,26.0,38.2,8.9,218.8,Dangerous
89,54,169,31.3,49.0,4.4,84.5,Dangerous
58,80,50,30.9,33.2,7.4,235.8,Warning
10,15,191,13.9,34.2,4.2,41.0,Dangerous
7,34,203,17.1,89.3,8.0,35.0,Warning
115,84,201,24.5,97.9,7.4,44.4,Healthy
7,7,79,41.1,75.6,5.7,76.0,Dangerous
14,54,180,17.8,91.4,7.1,151.0,Warning
5,46,78,31.0,82.6,4.7,42.5,Dangerous
73,135,77,10.6,30.3,7.9,43.2,Dangerous
4,28,85,24.8,66.5,4.4,246.9,Dangerous
12,119,81,19.0,91.2,7.7,124.5,Warning
83,110,141,43.1,74.5,8.7,163.7,Dangerous
135,49,26,24.3,35.0,5.3,88.4,Dangerous
27,0,176,24.5,90.0,7.9,94.4,Warning
106,117,8,10.5,49.1,4.7,122.8,Dangerous
12,35,133,32.4,51.6,5.0,227.3,Dangerous
140,47,134,27.3,51.0,7.4,87.1,Healthy
53,106,177,40.0,56.3,4.6,262.4,Dangerous
65,44,166,35.1,20.3,6.5,137.0,Warning
37,106,51,10.1,89.0,5.9,198.5,Dangerous
129,54,27,29.3,20.5,6.9,251.4,Warning
42,24,157,32.6,97.0,4.3,169.0,Dangerous
80,41,110,16.1,98.9,8.4,121.6,Dangerous
39,121,205,38.1,80.4,4.8,62.9,Dangerous
50,118,110,18.6,93.0,7.3,227.1,Warning
36,113,170,13.0,79.0,7.7,66.3,Dangerous
23,140,102,28.1,86.2,5.9,291.6,Warning
6,53,111,41.4,97.6,7.1,281.9,Dangerous
99,64,100,40.0,74.5,5.1,117.8,Dangerous
25,11,97,26.6,42.7,4.7,118.4,Dangerous
9,87,189,28.3,34.8,4.5,21.7,Dangerous
23,4,20,40.4,81.2,5.1,293.6,Dangerous
19,70,152,18.5,39.9,4.2,112.5,Dangerous
101,3,131,12.9,66.4,5.6,84.5,Dangerous
42,109,37,33.8,23.8,7.1,67.2,Warning
54,97,53,18.6,87.6,7.9,98.5,Warning
19,7,190,44.8,30.7,8.3,214.6,Dangerous
62,41,189,17.5,88.9,4.9,261.6,Dangerous
124,25,190,18.9,21.9,8.9,57.7,Dangerous
18,16,0,26.3,85.9,8.2,262.4,Dangerous
113,112,108,44.7,51.6,4.7,76.5,Dangerous
42,26,17,43.0,59.0,5.3,231.7,Dangerous
62,108,92,15.7,97.6,6.3,101.5,Warning
106,1,40,28.5,75.6,7.2,81.5,Warning
139,100,204,38.9,29.2,8.8,293.7,Dangerous
43,121,203,30.1,83.7,6.4,245.8,Warning
37,40,106,39.5,51.0,4.3,132.3,Dangerous
122,83,95,27.8,77.0,8.6,175.0,Dangerous
81,118,28,42.3,67.6,7.7,173.7,Dangerous
30,123,14,44.4,35.7,5.2,141.6,Dangerous
47,94,165,28.7,64.8,6.8,260.7,Healthy
12,23,73,14.8,20.4,6.6,91.6,Dangerous
50,55,118,37.9,96.9,4.8,84.1,Dangerous
80,132,4,44.6,80.9,8.2,286.6,Dangerous
81,134,48,36.0,36.1,8.2,235.5,Dangerous
27,23,32,44.1,62.2,4.4,168.8,Dangerous
19,129,22,15.1,72.8,7.3,254.7,Warning
24,91,74,42.4,77.5,7.3,219.5,Dangerous
107,76,176,13.1,68.9,7.1,229.7,Dangerous
109,79,192,14.6,61.6,5.0,227.5,Dangerous
51,0,6,25.7,90.2,7.8,272.2,Warning
5,32,96,27.5,48.0,9.0,143.4,Dangerous
108,112,25,17.5,69.0,6.9,204.9,Warning
32,7,91,39.8,35.3,6.1,67.5,Dangerous
138,53,167,21.6,30.1,5.3,128.5,Dangerous
135,137,67,18.6,77.1,4.2,62.8,Dangerous
23,90,169,17.2,49.2,6.9,147.1,Warning
22,17,23,25.6,44.5,8.2,171.3,Dangerous
96,35,156,21.4,27.5,5.7,262.0,Warning
45,143,35,17.9,23.0,8.7,151.8,Dangerous
119,107,42,43.7,68.1,6.3,55.0,Dangerous
0,116,187,41.3,85.7,6.3,114.3,Dangerous
132,55,98,15.8,40.3,8.6,47.4,Dangerous
136,66,110,29.0,29.8,9.0,282.6,Dangerous
88,65,101,40.5,94.5,7.4,282.6,Dangerous
37,48,40,16.3,99.3,5.2,282.0,Dangerous
134,92,84,23.2,80.7,8.3,235.9,Dangerous
39,52,56,28.1,20.3,8.1,215.1,Dangerous
116,107,156,11.4,41.8,7.2,39.4,Dangerous
135,93,110,34.7,94.9,6.8,86.3,Warning
77,108,166,12.7,70.3,8.9,88.7,Dangerous
42,108,198,20.6,36.0,5.4,58.1,Dangerous
118,64,117,24.6,84.9,6.5,297.0,Healthy
67,115,9,11.2,84.4,8.5,182.6,Dangerous
18,78,78,40.5,20.4,4.5,265.9,Dangerous
55,6,66,41.5,61.0,5.9,130.1,Dangerous
54,32,130,20.5,97.3,5.6,91.8,Warning
3,101,51,27.5,88.1,4.8,189.2,Dangerous
104,138,119,16.3,77.2,6.5,248.9,Warning
91,32,172,15.8,93.0,7.4,192.5,Warning
34,76,149,36.1,69.8,5.0,96.2,Dangerous
103,82,107,33.4,51.3,4.7,116.6,Dangerous
112,116,124,39.2,88.7,4.4,74.0,Dangerous
128,51,150,15.2,91.9,5.4,148.1,Dangerous
84,110,166,32.7,20.2,7.4,107.3,Warning
100,8,86,40.6,21.7,6.6,285.5,Dangerous
25,144,96,34.6,27.2,6.9,93.7,Warning
97,95,0,27.8,75.2,7.2,107.7,Warning
19,68,204,15.2,46.3,7.2,127.5,Warning
18,100,131,29.0,24.8,5.5,83.1,Warning
67,144,189,43.6,96.6,7.1,219.1,Dangerous
132,53,122,15.9,68.2,5.6,118.6,Warning
24,8,56,22.6,21.1,5.4,280.3,Dangerous
45,127,199,19.0,33.5,5.8,103.1,Warning
57,35,124,25.7,27.9,7.6,95.2,Warning
106,123,56,17.7,89.0,6.6,288.1,Warning
89,136,18,17.2,98.4,4.1,217.0,Dangerous
119,2,173,15.9,83.1,6.7,82.7,Warning
93,65,77,34.6,82.6,8.6,125.5,Dangerous
102,53,37,19.8,97.8,7.7,219.2,Warning
101,84,43,37.0,98.4,5.4,23.9,Dangerous
131,18,38,40.1,30.2,4.3,186.8,Dangerous
32,13,0,16.3,22.4,6.8,236.4,Warning
66,105,147,40.7,83.3,6.1,77.5,Dangerous
77,116,177,27.8,62.9,6.9,59.6,Healthy
0,54,25,16.4,73.5,7.4,220.6,Warning
52,44,122,32.2,32.6,8.2,47.4,Dangerous
136,108,69,30.3,35.0,8.0,198.3,Warning
52,144,204,11.4,92.5,4.1,159.7,Dangerous
108,86,61,43.7,31.0,4.9,248.2,Dangerous
95,106,112,41.3,65.8,4.9,212.2,Dangerous
67,6,174,36.9,53.7,4.1,195.8,Dangerous
89,90,179,40.8,63.4,7.0,288.2,Dangerous
132,82,14,17.3,30.2,5.6,208.9,Warning
131,59,188,11.2,78.5,8.7,35.6,Dangerous
29,140,41,12.4,80.9,7.4,284.1,Dangerous
53,62,108,36.4,76.8,8.9,61.2,Dangerous
0,87,105,18.5,49.5,6.4,85.7,Warning
50,143,200,42.1,65.5,5.9,213.0,Dangerous
135,31,190,18.8,93.3,5.0,241.0,Dangerous
126,144,144,40.5,36.5,7.7,232.5,Dangerous
78,60,45,18.2,48.0,7.6,159.8,Warning
48,104,107,11.5,38.7,5.8,259.8,Dangerous
111,21,145,10.1,81.3,4.1,60.4,Dangerous
49,63,3,38.6,96.5,5.6,102.7,Dangerous
107,122,59,27.8,27.3,6.2,224.3,Warning
40,20,98,10.4,52.4,4.4,70.3,Dangerous
55,77,60,39.2,24.7,4.4,188.8,Dangerous
61,144,161,11.4,95.6,5.3,93.3,Dangerous
68,141,70,21.1,64.8,6.0,213.3,Healthy
55,70,4,22.7,28.2,5.6,172.8,Warning
56,9,22,26.8,51.6,7.5,35.9,Warning
83,55,152,34.4,88.4,8.0,90.4,Warning
42,93,124,28.1,70.8,8.1,241.8,Dangerous
98,69,53,15.4,28.5,9.0,237.6,Dangerous
83,2,87,43.7,36.2,4.3,109.3,Dangerous
4,108,79,41.1,23.3,6.9,31.4,Dangerous
6,21,106,22.6,23.8,6.3,53.5,Warning
48,77,66,38.6,81.5,6.5,80.4,Dangerous
130,56,74,10.2,94.0,6.7,111.5,Dangerous
118,144,4,35.2,64.3,8.4,101.7,Dangerous
132,74,53,12.6,39.9,7.8,195.5,Dangerous
15,74,25,22.8,92.9,4.3,68.0,Dangerous
96,83,5,39.8,37.5,6.7,54.9,Dangerous
123,144,104,32.0,33.6,5.2,78.9,Dangerous
54,35,76,34.4,29.1,6.2,282.4,Warning
54,60,89,35.4,71.1,4.3,117.7,Dangerous
16,0,91,43.5,22.5,7.0,210.6,Dangerous
130,61,173,40.3,90.0,6.9,276.7,Dangerous
75,104,89,13.4,45.6,6.7,248.6,Dangerous
62,57,56,17.6,84.0,4.2,123.2,Dangerous
24,93,24,39.6,32.8,5.2,296.5,Dangerous
119,2,59,30.4,94.8,7.3,41.0,Warning
97,80,64,24.9,43.6,8.7,250.3,Dangerous
32,11,15,40.7,62.6,7.9,27.0,Dangerous
93,40,204,25.7,99.3,8.5,47.5,Dangerous
28,102,101,17.8,54.9,6.6,50.4,Warning
26,43,41,39.2,78.3,6.5,45.2,Dangerous
52,71,60,30.3,49.3,8.0,173.4,Warning
121,96,103,25.8,41.8,8.2,206.2,Dangerous
16,69,93,16.1,88.7,6.8,84.0,Warning
108,27,124,12.5,95.9,8.5,240.1,Dangerous
103,139,1,30.8,90.1,4.3,273.6,Dangerous
56,25,33,16.5,60.5,8.2,40.8,Dangerous
72,118,36,34.0,72.9,7.2,138.2,Warning
37,141,156,35.3,89.0,5.7,237.6,Warning
66,114,62,27.6,75.6,4.5,125.3,Dangerous
19,123,148,35.7,44.9,4.9,226.1,Dangerous
73,58,18,37.3,31.0,4.7,47.4,Dangerous
30,30,29,18.2,87.5,5.8,292.3,Warning
3,22,127,40.1,83.9,5.6,217.7,Dangerous
58,48,52,19.6,45.9,7.1,121.3,Warning
32,112,35,30.7,52.9,7.3,79.7,Warning
124,117,160,16.5,38.2,6.2,202.0,Warning
12,30,41,32.2,44.7,6.2,187.7,Warning
21,120,202,38.0,28.2,8.6,201.8,Dangerous
35,67,83,32.1,26.4,8.4,37.2,Dangerous
97,26,202,43.9,46.7,8.5,23.4,Dangerous
31,106,107,25.5,40.9,8.7,183.2,Dangerous
56,47,6,31.2,70.8,5.2,21.0,Dangerous
37,101,7,33.9,52.6,8.1,231.9,Dangerous
89,101,23,39.6,53.1,4.4,197.2,Dangerous
79,12,19,18.3,63.4,4.0,277.5,Dangerous
96,75,64,14.1,87.5,4.0,174.9,Dangerous
135,21,135,31.3,96.1,8.4,25.7,Dangerous
90,115,105,10.4,87.0,4.7,265.5,Dangerous
26,19,105,27.5,87.9,4.4,169.8,Dangerous
66,32,58,40.4,84.7,7.1,240.3,Dangerous
27,93,86,32.3,48.1,8.9,79.4,Dangerous
60,85,180,35.1,90.5,8.6,178.3,Dangerous
76,13,19,28.5,44.8,8.9,205.4,Dangerous
138,123,28,44.9,55.3,5.6,105.5,Dangerous
7,141,6,35.0,75.9,4.4,254.9,Dangerous
139,20,38,30.5,25.9,8.6,226.7,Dangerous
82,82,172,32.7,33.0,7.4,194.6,Warning
2,67,3,43.2,90.7,4.7,61.3,Dangerous
78,81,140,11.8,95.6,8.1,216.2,Dangerous
9,57,125,15.3,60.3,7.1,226.0,Warning
64,80,33,22.0,41.5,6.0,282.0,Warning
5,88,199,11.2,45.9,7.4,55.4,Dangerous
64,12,67,33.1,96.9,6.0,165.7,Warning
89,32,1,43.7,96.7,8.0,164.4,Dangerous
13,9,69,17.3,30.9,6.1,137.2,Warning
15,56,126,33.3,89.7,8.1,48.0,Dangerous
124,43,182,33.3,63.3,6.6,246.9,Warning
57,137,9,11.0,40.6,6.6,157.4,Dangerous
98,66,6,32.9,50.2,8.2,202.6,Dangerous
31,30,192,32.9,63.5,6.0,82.0,Warning
101,72,22,10.1,51.9,8.7,259.6,Dangerous
77,3,194,21.1,53.2,7.7,268.8,Warning
93,84,139,10.8,93.9,7.1,156.1,Dangerous
74,78,192,11.6,44.5,7.1,212.3,Dangerous
93,139,76,33.4,75.4,5.0,175.0,Dangerous
66,142,28,36.9,21.0,6.1,275.7,Warning
57,82,191,12.7,48.6,5.0,35.8,Dangerous
12,21,54,14.8,69.9,4.2,223.9,Dangerous
31,53,71,26.1,92.2,8.8,37.7,Dangerous
40,33,199,41.0,89.1,6.4,163.6,Dangerous
60,143,172,17.0,86.4,6.1,44.0,Warning
99,143,112,34.3,97.3,7.3,45.1,Warning
111,41,85,26.7,24.4,4.4,164.8,Dangerous
129,98,42,20.5,88.1,7.2,253.8,Healthy
105,97,187,40.6,67.1,4.8,226.7,Dangerous
28,88,147,27.7,58.0,8.2,154.1,Dangerous
94,62,13,12.0,77.4,6.5,210.3,Dangerous
75,3,160,33.2,70.6,7.4,259.7,Warning
46,28,200,17.7,77.3,5.9,297.6,Warning
122,60,61,42.8,95.8,5.9,289.6,Dangerous
54,98,155,25.2,38.2,4.5,285.8,Dangerous
128,130,76,13.9,30.7,5.4,77.5,Dangerous
12,109,102,10.1,44.2,4.4,235.3,Dangerous
109,121,60,44.0,55.6,4.4,34.0,Dangerous
51,71,5,22.0,61.3,6.3,293.6,Warning
139,37,0,29.4,81.8,8.5,138.7,Dangerous
103,16,82,25.6,71.5,5.9,26.2,Warning
128,118,96,18.8,22.8,5.5,239.4,Warning
115,98,191,11.1,65.1,8.7,109.0,Dangerous
44,119,103,41.7,63.7,8.4,29.5,Dangerous
130,134,154,26.8,82.0,8.3,174.3,Dangerous
132,90,94,38.9,38.7,4.8,254.6,Dangerous
10,112,142,42.2,62.3,4.0,181.6,Dangerous
109,75,159,42.0,67.2,7.8,220.5,Dangerous
70,95,51,38.9,45.7,6.4,131.5,Dangerous
18,42,26,26.8,24.3,8.5,132.3,Dangerous
111,92,127,20.8,24.3,5.1,77.0,Dangerous
97,136,160,11.2,51.1,4.2,150.8,Dangerous
36,18,7,37.8,38.8,8.7,265.2,Dangerous
107,126,100,32.9,34.8,7.7,145.7,Warning
114,42,31,41.4,83.4,4.3,110.6,Dangerous
129,85,14,18.8,40.1,4.6,165.3,Dangerous
138,40,106,20.1,81.5,4.2,72.0,Dangerous
128,6,172,15.3,38.5,4.6,54.6,Dangerous
139,29,53,37.7,65.5,6.1,43.0,Warning
138,82,39,20.6,22.7,5.0,129.8,Dangerous
20,69,40,43.0,99.5,5.7,155.8,Dangerous
18,67,132,12.3,27.0,5.9,32.6,Dangerous
93,16,81,17.4,67.4,9.0,137.9,Dangerous
90,34,120,39.8,59.0,8.6,105.9,Dangerous
86,106,121,41.8,90.9,8.8,256.7,Dangerous
5,28,79,32.7,58.1,6.1,234.4,Warning
82,16,144,41.6,91.5,5.3,188.8,Dangerous
27,32,2,26.7,50.8,7.2,226.8,Warning
28,40,64,28.6,89.8,6.4,273.8,Warning
14,44,132,11.8,64.8,4.1,102.1,Dangerous
50,82,21,25.6,45.9,4.9,208.8,Dangerous
28,43,183,43.5,48.2,7.5,209.5,Dangerous
80,106,111,10.7,48.7,8.2,80.3,Dangerous
89,144,42,40.4,76.0,5.4,108.3,Dangerous
80,113,19,17.8,26.1,4.9,232.2,Dangerous
138,89,13,32.0,88.9,7.6,149.9,Warning
82,56,171,39.5,46.4,7.0,37.1,Dangerous
53,100,72,21.6,77.7,5.3,120.8,Dangerous
122,2,189,30.8,44.9,7.0,213.3,Warning
10,29,135,41.8,50.5,4.4,69.9,Dangerous
121,120,116,11.5,26.5,4.9,61.3,Dangerous
121,99,130,25.8,42.7,8.1,264.6,Dangerous
20,104,45,39.0,45.6,6.1,198.0,Dangerous
138,103,58,16.3,83.6,6.1,164.7,Warning
96,30,133,37.6,72.3,7.9,53.4,Warning
65,114,56,37.0,27.5,6.2,72.0,Warning
113,17,161,13.7,71.0,5.4,157.4,Dangerous
131,24,45,21.5,85.0,4.7,83.1,Dangerous
11,53,14,15.3,60.4,7.2,167.3,Warning
139,98,146,37.9,62.2,7.1,261.5,Warning
94,64,12,26.8,48.6,6.7,246.6,Warning
7,13,168,30.6,99.1,7.4,225.6,Warning
42,42,170,29.1,38.6,5.7,37.5,Warning
75,71,196,28.2,56.6,6.9,219.6,Healthy
41,15,100,34.2,39.7,6.7,96.0,Warning
50,24,104,19.8,98.9,5.3,229.3,Dangerous
134,86,159,31.5,57.7,8.5,54.7,Dangerous
57,50,10,21.8,85.0,5.6,107.7,Warning
94,90,164,23.0,90.2,8.2,223.0,Dangerous
126,126,76,26.8,66.9,6.4,63.1,Healthy
113,70,179,20.6,53.4,4.9,58.8,Dangerous
71,128,123,21.0,80.3,5.4,142.0,Dangerous
29,61,128,29.6,36.6,4.3,295.6,Dangerous
108,97,29,21.4,47.5,8.8,200.8,Dangerous
81,8,82,43.2,99.9,6.5,114.6,Dangerous
35,79,10,24.5,24.1,6.3,258.8,Warning
86,22,128,21.7,28.6,7.9,63.7,Warning
99,31,43,14.4,62.2,5.6,235.5,Dangerous
59,84,154,27.9,51.9,7.8,44.2,Warning
71,75,166,40.1,72.3,6.8,119.1,Dangerous
112,143,48,32.0,96.6,6.1,95.6,Warning
50,72,39,20.9,64.4,5.9,255.9,Warning
136,139,94,19.1,94.9,5.0,69.4,Dangerous
22,42,1,42.1,67.4,7.2,78.8,Dangerous
100,115,50,34.7,47.5,7.8,186.5,Warning
58,48,195,15.7,51.5,6.1,270.0,Warning
91,44,40,13.3,75.2,6.3,177.0,Dangerous
10,55,133,35.4,89.9,4.4,273.2,Dangerous
57,92,64,30.8,48.8,4.2,196.8,Dangerous
10,60,20,16.9,24.0,6.7,135.9,Warning
69,40,43,28.4,72.9,4.3,146.1,Dangerous
131,85,110,21.8,32.7,5.9,163.0,Warning
45,89,90,41.0,68.9,6.7,20.5,Dangerous
67,12,18,33.8,89.5,5.1,68.5,Dangerous
132,61,16,10.7,27.9,7.9,128.0,Dangerous
84,120,156,29.4,92.4,8.7,246.9,Dangerous
129,35,46,15.6,98.2,8.7,230.6,Dangerous
72,12,44,20.2,37.1,6.7,96.7,Warning
47,136,58,36.8,49.3,6.3,225.0,Warning
91,21,102,29.1,74.9,7.1,72.5,Warning
12,116,38,16.4,75.7,8.2,174.8,Dangerous
17,25,170,14.3,86.0,7.8,232.8,Dangerous
133,50,130,14.5,65.2,5.7,265.9,Dangerous
12,27,153,32.5,81.1,7.6,147.5,Warning
5,142,121,21.0,40.0,6.9,51.4,Warning
52,137,20,42.4,39.9,5.2,274.2,Dangerous
57,36,197,35.3,89.3,7.7,147.0,Warning
77,27,89,19.7,92.6,7.0,245.5,Warning
30,81,149,41.7,86.5,5.5,263.4,Dangerous
41,133,161,31.0,93.8,6.0,49.3,Warning
62,52,38,25.2,87.7,5.0,228.5,Dangerous
83,24,75,40.4,62.2,7.7,34.4,Dangerous
30,119,117,20.2,27.1,7.6,281.1,Warning
83,57,148,32.0,33.0,6.6,228.5,Warning
33,3,170,18.9,95.2,8.3,215.0,Dangerous
10,11,154,39.5,56.5,4.7,144.0,Dangerous
61,78,142,11.4,90.1,8.4,149.6,Dangerous
140,92,110,27.6,41.5,9.0,264.5,Dangerous
74,54,67,10.3,33.2,5.4,70.1,Dangerous
83,29,186,39.6,65.7,7.4,40.3,Dangerous
78,134,90,15.1,36.6,5.5,206.5,Warning
129,95,168,20.9,43.1,6.3,275.0,Warning
102,30,175,42.3,90.5,7.2,60.7,Dangerous
91,55,176,13.9,61.6,7.5,57.2,Dangerous
2,65,50,19.0,47.6,7.3,102.5,Warning
94,74,133,17.8,93.8,6.4,150.2,Warning
80,24,131,22.9,29.0,7.3,169.0,Warning
86,48,203,30.6,51.4,5.2,274.6,Dangerous
130,128,36,17.4,73.3,8.2,176.8,Dangerous
97,83,128,37.7,64.5,5.4,288.7,Dangerous
46,109,161,11.6,34.6,8.7,69.5,Dangerous
31,93,149,11.3,53.5,4.6,294.0,Dangerous
67,12,98,42.5,66.1,6.9,200.2,Dangerous
116,117,194,30.5,26.6,7.4,166.5,Warning
67,22,56,13.4,90.6,8.8,225.9,Dangerous
102,85,186,24.6,99.6,8.5,58.7,Dangerous
115,61,34,25.1,32.2,6.7,29.9,Warning
94,72,135,30.0,62.9,6.8,213.1,Healthy
44,93,59,14.5,94.8,5.3,45.3,Dangerous
86,9,118,41.6,80.1,5.7,158.0,Dangerous
39,123,88,31.9,92.6,7.2,121.6,Warning
29,66,20,19.1,38.1,5.6,254.2,Warning
113,114,73,36.6,99.2,7.3,164.6,Warning
59,7,37,22.2,77.5,4.3,265.1,Dangerous
139,141,116,33.9,28.1,5.2,184.7,Dangerous
13,41,64,28.6,30.1,4.9,184.9,Dangerous
13,18,166,28.4,51.5,4.5,28.0,Dangerous
8,4,61,38.9,74.2,8.3,78.9,Dangerous
0,54,94,39.3,40.6,4.4,176.4,Dangerous
89,134,50,35.7,22.1,8.3,151.0,Dangerous
78,43,152,26.2,59.0,5.3,174.8,Dangerous
21,109,150,35.4,31.4,8.1,107.2,Dangerous
94,5,172,15.4,77.1,6.1,147.3,Warning
57,116,63,15.0,62.4,5.8,240.1,Warning
75,1,10,34.5,90.7,6.7,65.1,Warning
98,11,183,29.1,39.5,8.5,246.4,Dangerous
7,92,122,31.8,79.5,8.8,213.2,Dangerous
80,15,109,43.2,26.0,4.5,142.3,Dangerous
99,1,85,18.4,46.0,4.1,173.7,Dangerous
109,74,4,23.9,50.4,7.3,252.7,Warning
126,127,165,25.6,59.4,8.6,169.8,Dangerous
77,46,111,21.5,54.4,5.2,83.9,Dangerous
